clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,36,mf,64,64,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,976
r__long_short_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_mid,long_short,mid,sustain,36,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_short_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,977
r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,49,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,978
r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_mid,long_short,mid,staccato,40,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,979
r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,mf,64,64,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,980
r__leap_low__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,981
r__leap_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_mid,leap,mid,sustain,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,982
r__leap_mid__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,983
r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,descend_high,descend,high,pizzicato,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,984
r__repeat_high__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,sustain,36,f,96,96,,V2,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,985
r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,pizzicato,43,mf,64,64,,V2,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,986
r__scale_low__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,legato_slur,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,987
r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,49,p,32,32,,V2,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,planned,988
r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,pizzicato,43,mf,64,64,,V3,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,989
r__leap_low__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,990
r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,mf,64,64,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,991
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,49,mf,64,64,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,992
r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,pizzicato,43,mf,64,64,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,993
r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,994
r__scale_low__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_low,scale,low,sustain,36,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,995
r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_high,arpeggio,high,pizzicato,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,996
r__repeat_high__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,p,32,32,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,997
r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,998
r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,descend_high,descend,high,pizzicato,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,999
r__repeat_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,sustain,36,f,96,96,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,1000
r__scale_mid__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,1001
r__scale_low__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,staccato,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,1002
r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,sustain,36,mf,64,64,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,1003
r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_high,repeat_slow,high,pizzicato,43,mf,64,64,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,1004
r__long_short_high__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_high,long_short,high,sustain,36,p,32,32,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_short_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_short_high__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_high__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,1005
r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,legato_slur,49,p,32,32,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,1006
r__leap_high__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,staccato,40,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,1007
r__repeat_slow_low__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,legato_slur,49,mf,64,64,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,1008
r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,49,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,1009
r__repeat_low__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,sustain,36,p,32,32,,V3,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,1010
r__descend_low__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,descend_low,descend,low,sustain,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__descend_low__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__descend_low__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,1011
r__scale_high__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,sustain,36,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,1012
r__scale_high__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,49,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,1013
r__long_short_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_mid,long_short,mid,legato_slur,49,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_short_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,1014
r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,40,mf,64,64,,V3,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,1015
r__repeat_high__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,40,f,96,96,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,1016
r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,staccato,40,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,1017
r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,legato_slur,49,mf,64,64,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,1018
r__arpeggio_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_mid,arpeggio,mid,sustain,36,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__arpeggio_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,1019
r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_high,repeat_slow,high,pizzicato,43,mf,64,64,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,1020
r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,40,mf,64,64,,V2,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take01.wav,planned,1021
r__repeat_high__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,p,32,32,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,1022
r__long_low__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,pizzicato,43,mf,64,64,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,1023
r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_high,arpeggio,high,legato_slur,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,1024
r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,pizzicato,43,mf,64,64,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,1025
r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_high,repeat_slow,high,pizzicato,43,f,96,96,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,1026
r__long_short_mid__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_short_mid,long_short,mid,staccato,40,f,96,96,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_short_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,1027
r__descend_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,descend_low,descend,low,staccato,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__descend_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__descend_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,1028
r__repeat_high__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,f,96,96,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,1029
r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,pizzicato,43,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,1030
r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,49,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,1031
r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,43,f,96,96,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-f__p-constant__v-V2__take02.wav,planned,1032
r__long_high__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,sustain,36,f,96,96,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,1033
r__leap_high__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,legato_slur,49,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,1034
r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,descend_high,descend,high,pizzicato,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__descend_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,1035
r__leap_mid__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_mid,leap,mid,staccato,40,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_mid__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,1036
r__repeat_high__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,p,32,32,,V2,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,1037
r__leap_high__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,staccato,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,1038
